sentence,label
swedbank s shares have been hardest hit of the swedish banks by the ongoing international financial crisis .,0
no financial details were revealed .,1
"also , a six-year historic analysis is provided for this market .",1
"tecnomen s solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks .",1
"the aim of the ceo s qa sessions is to give further clarity on information , which has been made public already earlier .",1
"elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology .",2
"finnish textiles and clothing group marimekko oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",0
"the executive said that countries such as brazil , chile , argentina and mexico will lead the adoption in the business ethernet services segment , while brazil and mexico will be the early adopters of carrier ethernet for mobile backhaul .",1
"the group posted net sales of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln in 2005 .",1
"the announcement pushed freenet shares down 6.3 % , or eur0 .71 , in frankfurt trade to eur10 .65 as investors gave up hope united internet ag and drillisch would pursue their own takeover and breakup of freenet .",0
"due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .",0
"with capman as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers ,  says christopher wynne , ceo of papa john s russia .",2
for the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the trade register .,1
we know there are some of our own people out there .,1
"ebitda for the year 2009 improved to eur484m , as compared with eur472m in 2008 .",2
"finnish it consultancy satama interactive oyj said on november 13 , 2006 that jarmo lonnfors took up the position of ceo .",1
"panostaja owns a 68.77 pct of share capital and the voting rights of suomen helasto shares following an exchange of shares which was carried out on may 30 , 2007 .",1
dragonfly love is another video shot from start to finish using the nokia n8 .,1
exel wants to serve its industrial customers with individual products .,1
11 august 2010 - finnish measuring equipment maker vaisala oyj hel  vaias said today that its net loss widened to eur4 .8 m in the first half of 2010 from eur2 .3 m in the corresponding period a year earlier .,0
"the earnings per share for the quarter came in at 0.25 eur , up from the 0.20 eur of the same quarter a year earlier .",2
the customer is local company etera mutual pension insurance co and the principal tenant of the unit will be media company alma media corp hel  aln1v .,1
the stock rose for a third day on tuesday bringing its three-day rise to gbx10 .50 or 1.8 % .,2
"both operating profit and sales for the three-month period increased , respectively from eur0 .3 m and eur13 .1 m , as compared to the corresponding period in 2005 .",2
pretax profit rose to eur 0.6 mn from eur 0.4 mn in the corresponding period in 2005 .,2
"in this way , the industry s starting point has been the consumers  needs .",1
i am extremely delighted with this project and the continuation of cooperation with viking line .,2
the aforementioned shareholders have informed that they will propose to the annual general meeting that the number of members of the board of directors shall be five and that besides the present members of the board of directors also mr lassi noponen shall be elected to the board of directors .,1
the cranes would be installed onboard two freighters ordered by singaporean ship owner masterbulk .,1
finnish department store chain stockmann oyj abp net profit rose to 39.8 mln euro  $ 56.8 mln  for the first nine months of 2007 from 37.4 mln euro  $ 53.4 mln  for the same period of 2006 .,2
"pretax profit totaled eur 9.0 mn , down from eur 36.3 mn in 2007 .",0
"sukhraj dulai , of the 2900 block of boni sue court , a cul-de-sac on the city s north side , started the vehicle and went inside his house about 8 a.m. tuesday , leaving the garage door open .",1
"in the third quarter , net sales increased by 12 % year-on-year to eur159 .5 m , or by 6 % at comparable currency rates growth .",2
stichting pensioenfonds abp  4 118 122 shares representing 5.19 % of the share capital and voting rights .,1
"in the building and home improvement trade , sales decreased by 22.5 % to eur 201.4 mn .",0
"a total of 16.5 mn passenger ship journeys took place in the northern baltic sea in 2007 , slightly down from 16.5 mn in 2006 .",0
"markets had been expecting a poor performance , and the company s stock was up 6 percent at x20ac 23.89 us$ 33.84 in early afternoon trading in helsinki .",2
production is scheduled to start by the end of april 2007 .,1
"the stock is trading above both its maps and the 50-day map of sek72 .983 is higher than the 200-day map of sek70 .283 , a bullish indicator .",2
the pretax profit of the group s life insurance business increased to eur 36 million from eur 27 million .,2
residents access to the block is planned to be from aleksandri street .,1
helsinki afx - outokumpu said its technology unit has won a 28 mln eur contract from bosnia-herzegovina s aluminij dd mostar to upgrade an anode plant .,2
"tekla will organize an information meeting for analysts and media at wtc helsinki marski meeting room , aleksanterinkatu 17 , the same day at 1230 - 130 p.m. light lunch will be served .",1
"in july-september 2008 , yit s net sales increased to eur 970.8 mn , compared to eur 906.8 mn in the corresponding period in 2007 .",2
"in the fourth quarter of 2008 , net sales increased by 2 % to eur 1,050.7 mn from eur 1,027.0 mn in the fourth quarter of 2007 .",2
"from 2003 on , the emphasis of kyro s strategy has been on glaston s growth .",1
the value of the multi-year agreement is over eur 2mn a year .,1
"tieto s service is also used to send , process and receive materials related to absentee voting .",1
"the lithuanian beer market made up 14.41 million liters in january , a rise of 0.8 percent from the year-earlier figure , the lithuanian brewers  association reporting citing the results from its members .",2
cash flow from operations for the most recent quarter also reached a eight year low .,0
"honkarakenne mainly exports large luxury log houses to russia to be used as one-family houses or holiday homes  70 % of sales go to the moscow region , about 20 % to the st petersburg region , and the remainder to other locations .",1
operating profit fell to eur 23.26 mn from eur 32.86 mn .,0
"the fixed-term contract of mr. jarmo ukonaho , the current general manager of incap s indian operations , will finish by the end of the year .",1
"in the baltic states the company reports net sales of eur 11.9 mn , down from eur 14.2 mn , and an operative ebit of eur -2.2 mn , down from eur -1.7 mn .",0
quality chargers under chargz brand are sold in selected retail stores and other sales locations world-wide .,1
helsinki afx - kci konecranes said it has won an order for four hot metal ladle cranes from indian steel producer bhushan steel and strips ltd. .,2
the growth of net sales has continued favourably in the middle east and africaand in asia pacific .,2
"the annual report will be sent automatically to shareholders holding at least 2,000 sampo plc shares .",1
elcoteq se is europe s largest contract electronics maker and has set up a unit in bangalore in association with avista advisory of mumbai .,1
"of the company s net sales , 38 % was acquired in finland , 21 % in other european countries , 40 % in asia , and 1 % in the us .",1
the adjustments concern staff in both the specialty papers and the fiber composites segments .,1
net profit was 35.5 mln compared with 29.8 mln .,2
"ragutis , controlled by the finnish brewery olvi , achieved a 5.7 percent rise in beer sales to 22.6 million liters and held a 10.75 percent market share .",2
niklas skogster has been employed by the abb group in various positions concerning the development of operations .,1
"jarmo honkamaa , head of the oil refining business at neste oil , says the situation looks promising from their viewpoint .",2
"danske bank a-s danske dc jumped 3.7 percent to 133.4 kroner , rebounding from yesterday s 3.5 percent slide .",2
"poyry s contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services .",1
kone is listed on the nordic exchange in helsinki .,1
the combined value of the planned investments is about eur 30mn .,1
"the ebrd is using its own funds to provide a 21.6 million a loan while the b portion of 10 million euros has been syndicated to two finnish commercial banks , nordea bank finland plc and pohjola bank plc. .",1
"at the moment , there are approximately 20 vianor sales offices in russia .",1
the transaction value is cad 15 million approximately eur 10 million .,1
"equipment will be manufactured in vaahto s workshop in hollola , finland and is scheduled for shipments during the first quarter of 2009 .",1
operating profit rose to eur 5mn from eur 2.8 mn in the fourth quarter of 2008 .,2
no other ev3 devices were involved in this action .,1
the business development initiatives in north america are headed by lynn shanahan .,1
"adp news  - jan 22 , 2009 - finnish mobile phones maker nokia oyj  omx  nok1v  said today its operating profit decreased to eur 5 billion  usd 6.5 bn  for 2008 from eur 8 billion for 2007 .",0
"it operates under three distinct brands  united supermarkets , market street and united supermercado .",1
"most of the raw materials come from europe and the us and are paid in euros or us dollars , while sales take place in rubles .",1
"viking line s cargo revenue increased by 5.4 % to eur 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units .",2
investments are not disclosed .,1
"29 september , 2010 finnish waste management and recycling company lassila  tikanoja expands its operations in russia by introducing its recently completed recycling plant in the city of dubna near moscow .",2
"the business area has operations in finland , sweden , denmark , estonia , latvia and lithuania .",1
"aldata solution , a global company engaged in supplier to consumer business process optimization , has announced the details of its dollars for dinosaurs program .",1
"profit for the period was eur 5.9 mn , up from eur 1.3 mn .",2
finnair said that the cancellation of flights would cause daily losses of x20ac 2.5 million us$ 3 million .,0
"capacity of the facility made by finland s vaahto group is 86,000 tons of light coated paper .",1
"comparable operating profit totaled eur 4.7 mn , down from eur 5.1 mn in the corresponding period in 2005 , representing 7.4 % of net sales .",0
"furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month .",0
1830 dinner the conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com .,1
"at the same time profit of the company increased by 10 % in h1 and reached ls 79,000 .",2
"retail chain suomen l+ñhikauppa was given the index 5.8 , airline sas 5.8 , teliasonera s broadband 6.1 , german retail chain lidl 6.1 , tele finland s mobile subscriptions 6.1 , tallink shipping line 6.3 , and power company helsinki energy 6.3 .",1
"they are responsible for their own operations , customer relationships , and the development of these .",1
"the payment date is march 25 , 2010 .",1
"in 2007 , the group s net sales stood at eur 42 million and it had about 1,445 employees .",1
"currently the terminator lures are produced in a subcontract facility in mexico but the manufacturing will be transferred to rapala s factory in shenzhen , china .",1
the value of the contract is eur 25mn .,1
"may 29 , 2010  companiesandmarkets.com delivered by newstex  -- this report provides key data and information on the meat , fish and poultry market in finland .",1
related links  flexiblebaseloadoperation thewartsila32generating set gasconversions this is the shorter of two versions of this press release .,1
"sales are expected to increase in the end of the year 2006 , however .",2
the business area s net sales were slightly over 2m in 2006 .,1
the company did not distribute a dividend in 2005 .,1
the fine print is here .,1
"the implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings ,  mr meiklejohn said .",0
the writing and publication of lemmink+ñinen - s history is a continuation of earlier collaboration between antti tuuri and the company .,1
net investment income,1
"the financial impact is estimated to be an annual improvement of eur2 .0 m in the division s results , as of fiscal year 2008 .",2
investment management and investment advisory services are the company s sole line of business .,1
a huge issue for us is the button placement .,1
the financial details of the acquisition were not disclosed .,1
the company is presently examining whether the project would be financially feasible .,1
the soapstone deposits in the medvezhyegorsk area are expected to increase tulikivi s current reserves considerably .,2
our vaalipalvelu-service was especially developed for use by communities and organizations .,1
union and company officials did not return calls yesterday .,1
"protalix closed at $ 10.71 on friday on the american stock exchange , giving a market cap of $ 827 million .",1
- upm-kymmene upgraded to  in-line  from  underperform  by goldman sachs .,2
raisio is the site of the main production plants as well as company headquarters .,1
by separating side businesses we will be able to faster expand and develop tapro retail network .,2
mobile communication and wireless broadband provider nokia inc nyse  nok today set new financial targets and forecasts for nokia and the mobile device industry and also for nokia siemens networks and the mobile and fixed infrastructure and related services market .,1
the invention carries international patent publication no. .,1
subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles .,1
"both operating profit and net sales for the 12-month period increased , respectively from eur20 .8 m and eur177 .7 m , as compared to the financial year 2004 .",2
the exercise originated in finland in the early 1930s as a training method for cross-country skiers .,1
"at 1411 cet , arcelormittal had lost 7.26 % to eur 17.38 on euronext paris , coming at the lead of the blue-chip fallers .",0
"incap contract manufacturing will carry out the manufacturing for these agreements at its factory in tumkur , near bangalore .",1
"adpnews - dec 23 , 2009 - norwegian financial services group sparebank 1 gruppen as osl  sbgrp said its board of directors appointed today jarle haug managing director of its claims collection subsidiary sparebank 1 gruppen finans",1
finnish bank of +àland s consolidated net operating profit increased from eur 4.8 mn in the first quarter of 2005 to eur 6.4 mn in the first quarter of 2006 .,2
"operators only need to learn how to use one device for multiple levels of applications , including voice-directed operations .",1
nordea sees a return to positive growth for the baltic countries in 2011 .,2
"profit for the period totaled eur 39.4 mn , up from eur 33.9 mn in the corresponding period in 2006 .",2
finnish software developer done solutions oyj said its net profit increased to 3.5 mln euro  $ 4.6 mln  in 2006 from 2.3 mln euro  $ 3.0 mln  in 2005 .,2
"sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .",2
the robust growth was the result of the inclusion of clothing chain lindex in the group in december 2007 .,2
"after the restructuring , upm s average paper machine capacity in europe will be 320,000 tons  350,000 short tons  in coated magazine paper and 420,000 tons  460,000 short tons  in coated fine paper .",1
"veidekke , headquartered in oslo , norway , is a scandinavian construction and property development group with some 6,350 employees in norway , sweden and denmark , with an annual turnover of nok16 .4 bn .",1
the increase range will vary up to 10 % .,1
"revenue in july to september grew 14 percent to  euro  467 million from a year earlier , the company said thursday .",2
operating profit in the fourth quarter fell to eur33m from eur39m a year earlier .,0
"pretax profit rose to eur 1,019 mn from eur 1,007 in the corresponding period in 2005 .",2
"poyry plccompany announcement 10 december 2010 at 4.10 p.m. pursuant to poyry plc s stock option program 2004 , 63 792 new shares of the company have been subscribed since 27 october 2010 with stock options 2004b .",1
"operating profit was eur 139.7 mn , up 23 % from eur 113.8 mn .",2
timo penttila has been appointed new manager responsible for the asset management of nordea s institutional customers in finland .,1
efore s results for the last quarter showed an even faster improvement as the company managed to better source its components .,2
"in the second quarter of 2010 , the group s net profit rose to eur 3.1 million from eur 2.5 million in april-june 2009 .",2
juha haapakoski will continue as editor-in-chief with budget responsibility also with the new publisher .,1
the acquisition price was not disclosed .,1
net profit fell by almost half to +é 5.5 million from +é 9.4 million at the end of 2007 .,0
"supported nokia phones include  n96 , n95-8gb , n95 , n93-n931 , n92 , n85 , n82 , n81 , n80 , n79 , n78 , n77 , n76 , n75 , n73 , n72 , n71 , e90 , e71 , e70 , e66 , e65 , e62 , e61-e61i , e60 , e51 , e50 , touch xpress 5800 , 6220 classic , 6210 navigator , 6120 classic , 6110 navigator , 5700 , 5500 , 5320xm .",1
"in q2 of 2009 , profit before taxes amounted to eur 13.6 mn , down from eur 26.8 mn in q2 of 2008 .",0
"it now owns 80,565 shares in amer sports corporation , equaling 0.11 % of the company s share capital and voting rights .",1
"the manufacture of cpps will be undertaken at the existing export oriented unit eou at wartsila s factory at khopoli , near mumbai .",1
"according to latest information , benefon will launch its twig device on 20 september 2006 .",1
the credit covers approximately 70 % of the ship s price .,1
"the chilled meat products category led the meat , fish and poultry market in finland , accounting for a share of 31.4 % .",1
"the inaugural speech will be given by hannu kyrolainen , finland s ambassador to the czech republic .",1
"alexandria , va. , may 16 -- kenneth bower of vista , calif. , has developed an ornamental design for a handset , the u.s. patent  trademark office announced .",1
relations with the city have been further damaged by comments from mr ashley criticising city investors and analysts as  cry babies  .,0
"theodosopoulos said tellabs could be of value to nokia siemens or nortel given its  leading supply status  with verizon , along with high-growth products .",2
a spokesperson told wwd to expect a 50-50 mix of clothing and home decor .,1
"additionally , information on business segments , competitors and future outlook are provided .",1
export declined by 6 percent to 16.4 million liters .,0
"a replay will be available until 27 october 2006 in the following numbers  us callers  +1 617-á801-á6888 , non-us callers  +44 20 7365 8427 , access code  2659 5401 .",1
net sales revenue per passenger is expected to increase .,2
"operating result for the 12-month period decreased from the profit of eur0 .4 m while turnover decreased from eur5 .6 m , as compared to 2004 .",0
"currently , 95 % of trainers house s revenues are attributed to the finnish market .",1
"exel composites in brief exel composites is a technology company which designs , manufactures and markets composite profiles and tubes for industrial applications .",1
"among the scandinavian companies present in st. petersburg , is also named the swedish concern ncc , which implements projects in the field of asphalt production , road and housing construction  project swedish krona  .",1
"the period s sales dropped to eur30 .6 m from eur38 .3 m , according to the interim report , released today .",0
"coca-cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .",0
"according to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .",0
"it is being developed by symbian , the software licensing consortium led by nokia .",1
amanda capital has investments in 22 private equity funds and in over 200 unquoted companies mainly in europe .,1
"after a long , unprofitable period the food division posted a profitable result , which speaks of a healthier cost structure and a new approach in business operations ,  rihko said .",2
operating profit for 2009 lower than outlook published earlier .,0
"the total donation amount is eur 1,115,000 .",1
"h+ñkan dahlstr+âm , head of mobility services at teliasonera , has forecast that mobile data volume on the teliasonera network in sweden will rise eight-fold to 200,000 tb by 2014 .",2
the company now estimates its net sales in 2010 to increase considerably from 2009 and its operating result to be clearly positive .,2
"the remainder of its revenues will come from technology agreements with other firms , interdigital said .",1
"- inge larsen cfo, 29,045 shares , representing 0.50 % of the share capital .",1
"4 february 2011 - finnish broadband data communication systems provider teleste oyj hel  tlt1v saw its net profit jump to eur2 .1 m for the last quarter of 2010 from eur995 ,000 for the same period of 2009 .",2
"the company will publish its financial statement for 2008 on february 25 , 2009 .",1
"helsinki  thomson financial  - kone said it has won four orders in saudi arabia , united arab emirates and qatar worth 40 mln eur .",2
"the figure includes the change in the fair value of the property portfolio , eur 26.2 million .",1
olvi expects sales and market share to increase in the first quarter of 2010 .,2
"the building will house , for example , respecta oy s jyvaskyla premises , as well as other companies to be announced later , says samuel koivisto , director of technopolis operations in jyvaskyla .",1
"operating profits in the half were 0.8 m , down from 0.9 m as glisten invested in the brand and the management team .",0
the serial bond is part of the plan to refinance the short-term credit facility .,1
"capman said the deal s effect on its cash flow for 2009 totals eur3 .4 m , but the transaction would not affect its financial results for 2009 as it was executed at fair value .",1
"the hosting mobile terminal guides information flow between itself , the participating terminals , and optionally , with network servers that may assist the hosting mobile terminal .",1
aspo s group structure and business operations are continually developed without any predefined schedules .,1
"s group s loyal customer magazine yhteishyv+ñ came second with 1,629,000 readers and sanoma corporation s daily newspaper helsingin sanomat was third with 1,097,000 readers .",1
"kemira , headquartered in helsinki , finland , is an international chemicals group comprising the business areas kemira pulp  paper , kemira water , kemira specialty and kemira coatings .",1
"the repo rate will gradually reach 2 % at the end of 2010 , according to nordea s economic outlook .",1
"earnings per share eps amounted to eur0 .03 , up from the loss of eur0 .08 .",2
"at the end of the review period , nordic aluminium s order book stood at eur 8.77 mn compared to eur 7.04 in 2005 .",2
the sales of the tiimari segment fell by 4.0 % year-on-year to eur3 .3 m in june 2010 .,0
"as much biomass will be used as can be sourced locally , with the rest of the plant s fuel needs met by peat .",1
"with this , the company will exit the contract manufacturing service segment .",1
the building will house product development and test laboratories .,1
finnish communication electronics components supplier scanfil oyj tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,0
"dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw ebit drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .",0
registration is required .,1
operating profit was eur 1.6 mn in 2005 compared to eur 5.9 mn in 2004 .,0
"trading code  eli1v number of shares  99,483 price-share  gratuitous after the transfer , elisa holds a total of 10,435,023 own shares .",1
"we re delighted with the move  says morna cowie , co-owner , above ,  it s double the size of our current shop and has a lovely feel to it .",2
"finnish metal products company componenta oyj  hel  cth1v  said today its net loss narrowed to eur 500,000  usd 680,000  in the last quarter of 2010 from eur 5.3 million for the same period a year earlier .",2
delivery is due in the second half of 2011 .,1
"the mall will be financed on a parity basis by pearl plaza llc , the joint venture company established by the chinese investor shanghai industrial investment holdings co ltd , and srv group .",1
"both operating profit and turnover for the six-month period increased , respectively from eur0 .1 m and eur29 .0 m , as compared to the corresponding period a year ago .",2
the previous offer was 3.4 % of voting rights and 12.3 % of capital .,1
"the authorisation is in force until the end of the next annual general meeting and repeals the authorisation to acquire own shares given by the general meeting held on april 4 , 2007 .",1
"it is necessary to strengthen the company s operations , however .",1
return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005 .,2
tekla group s net sales for 2006 were approximately 50 million euros and operating result 13.6 million euros .,1
"founded in 2000 , bioview automates laboratory tests , especially diagnostic tests for cancer .",1
the products have a low salt and fat content .,1
the orders also include a few high-power drives for the control of seismic compressors .,1
no service pricing details were disclosed .,1
20 october 2010 - finnish metal products company componenta oyj hel  cth1v said yesterday that its net loss narrowed to eur7m for the first nine months of 2010 from eur23 .3 m for the same period of 2009 .,2
pertti ervi is independent from the company and its major shareholders .,1
"for the last quarter of 2010 , componenta s net sales doubled to eur131m from eur76m for the same period a year earlier , while it moved to a zero pre-tax profit from a pre-tax loss of eur7m .",2
"operating profit decreased to nearly eur 1.7 mn , however .",0
"the contractor of the shopping center , china state construction engineering corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world .",1
it will also strengthen ruukki s offshore business .,2
"as part of the agreement , aspocomp will also give meadville a 10 pct slice of a subsidiary operating in oulu , finland .",1
operating profit increased by 145.1 % to eur 8.3 mn from eur 3.4 mn .,2
"the last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",2
the line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages .,1
vnh generates annual net sales of about 5 mln eur and employs 21 people .,1
"tiimari s registered share capital is 16,474,755 shares as per today .",1
"cash flow after investments amounted to eur45m , down from eur46m .",0
"nokia siemens networks provides mobile and fixed network infrastructure , communications and networks service platforms , as well as professional services , to operators and service providers .",1
"nokia multimedia s net sales totaled eur 5.7 bn , up 45 % from the corresponding period in 2005 .",2
"cargotec s sales totalled eur 3.4 billion in 2008 and it employs approximately 11,000 people .",1
"established in 1987 , the srv group is a private finnish construction concern with operations in finland , the baltic countries and russia .",1
finnish metal industry solutions supplier outotec oyj net profit rose to 50.4 mln euro  $ 72.5 mln  for the first nine months of 2007 from 20.1 mln euro  $ 28.9 mln  for the same period of 2006 .,2
sales increased due to growing market rates and increased operations .,2
"production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",0
"the orders are for 26 machine-room-less kone monospace elevators , which would be installed during 2006 .",1
last year sysopen digia invested in ibm product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .,2
tele2 affarsvarlden gave a  buy  recommendation on mobile operator tele2 ab and a share price target of 142 crowns  $ 23.54 - 15.19 euro  .,2
"los angeles-based pacific office properties trust acquires , owns , and operates office properties in the western u.s. , focusing initially on the markets of honolulu , san diego , los angeles , and phoenix .",1
kauko-telko s centralized administration will be dissolved and appropriate parts of it will be transferred to operating activities and group administration by the end of the year .,1
"the closing of the transaction is scheduled to take place on january 10 , 2008 .",1
alfa group will have 43.9 % of voting stock in the new company and telenor 35.4 % with a free float of 20.7 % .,1
"the contract covers the manufacturing , surface-treatment and installation of the steel structures .",1
"the e-commerce site and flagship will be managed by marimekko north america retail llc , a subsidiary established in the u.s. last year .",1
the new name of the sanoma division will be sanoma news .,1
"the six breweries recorded a 5.2 percent growth in domestic beer sales last year to 270.21 million liters , from 256.88 million liters sold in 2005 .",2
sales by seppala diminished by 6 per cent .,0
"other north-rhine westphalia - is to issue a benchmark , 5 year fixed rate deal in euros .",1
"kesko s car import and retailing business , vv-auto , saw sales grow by 17.1 pct .",2
"profit for the period totalled eur 1.1 mn , down from eur 1.6 mn in the third quarter of 2008 .",0
"under the transaction agreement , metsaliitto will purchase 24.7 % of metsa-botnia s shares from upm and 3 % from m-real .",1
"20 october 2010 - finnish environmental management company lassila  tikanoja oyj hel  lat1v , or lt , said monday it expects its operating profit , excluding non-recurring items , for the whole 2010 to be slightly lower than in 2009 .",0
"finnish printed circuit boards  pcbs  maker aspocomp group oyj said on december 4 , 2006 it named henry gilchrist senior vice president of the group s asian operations , as of january 8 , 2007 .",1
the extraordinary general meeting is expected to take place no later than 18 february 2011 .,1
it also turned in earnings per share  eps  of eur 0.44 versus loss per share of eur 2.26 .,2
the full-function pc weighs 1.25 kilograms and measures slightly more than two centimeters thin .,1
ionphase s second major owner is venture capital firm aura capital .,1
"sullivan said some of the boards  really involve a lot of work , and people should get paid for their time .",1
"the major part of the deliveries include different ac and cxe amplifier solutions and products by belgian dinh telecom , a broadband solutions company acquired by teleste in the spring of 2007 .",1
"prior to the transaction , whose financial terms have not been disclosed , alma media owned 40 % of kotikokki net .",1
"the facility will have a lettable area of some 19,000 sq m. the plot for the plant , located in the ratasmaki business park , will be purchased from the city of forssa .",1
"the acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with l+ñnnen tehtaat s other businesses .",1
rautaruukki said construction group yit has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the kemijoki river in northern finland .,2
"earnings per share for january-june 2010 were eur0 .30 , an increase of 20 % year-on-year eur0 .25 .",2
"a maximum of 666,104 new shares can further be subscribed for by exercising b options under the 2004 stock option plan .",1
financing of the project will come mainly from china .,1
"a total of 15,000 new citycon shares with a nominal value of eur 1.35 per share were subscribed between 17 and 23 march 2006 exercising the a-b-c options based on the company s stock option plan 1999 .",1
the company does not disclose the sum it applied for .,1
nokia messaging 1.1 enables customers to receive e-mails from up to 10 e-mail accounts on their mobile phone supporting all pop or imap e-mail services .,1
the estimated annual value of the frame agreement is about eur 50mn .,1
"our customers come from the following countries  uk , usa , spain , france , italy , germany , china , hong kong , sweden , norway , netherlands , austria , belgium , switzerland , czech republic , finland , canada , russia , ukraine , denmark , ireland , south korea and liechtenstein .",1
"small firms are suffering at the moment because they are likely to have money trouble ,  he added .",0
an eu law on the issue may be introduced around 2010 .,1
"under the rental agreement , stockmann was committed to invest in the building of a bridge over the gogol street or build an underground tunnel for crossing the street by 2004 .",1
"the product range includes marinated olives , cold cuts , and pates , for example .",1
"please inform ir johanna koskinen of your participation no later than 20 april at 10 a.m. a telephone conference for financial analysts and investors , conducted in english , will begin at 300 p.m. finnish time  eet  .",1
operating profit excluding non-recurring items increased by 27 % to eur 81.9 mn from eur 64.4 mn in the corresponding period in 2008 .,2
"the company s net profit amounted to ee 55.5 mn , which was 36 % more than in 2004 .",2
"the copying , republication or redistribution of afx news content , inculding by framing or similar means , is expressly prohibited without the prior written consent of afx news .",1
"the store is located in poznan in a shopping center named pestka , the company added .",1
"its board of directors will propose a dividend of eur0 .12 per share for 2010 , up from the eur0 .08 per share paid in 2009 .",2
"the eu commission said earlier it had fined thyssenkrupp , united technologies corp s otis , schindler ag and kone oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .",0
"adp news  - feb 12 , 2009 - finnish it solutions provider affecto oyj  hel  afe1v  said today its net profit rose to eur 8.5 million  usd 11m  in 2008 from eur 7 million in 2007 .",2
finnish media company talentum oyj s net profit decreased to 2.5 mln euro  $ 4.0 mln  for the first quarter of 2008 from 3.0 mln euro  $ 4.7 mln  for the same period of 2007 .,0
her work at netapp included strategically repositioning the brand in the category and a major global relaunch .,1
national sponsors for the big read include national endowment for the arts in cooperation with the institute of museum and library services and arts midwest .,1
finnish construction group lemmink+ñinen has been awarded two road building contracts by the lithuanian transport administration .,2
the order is included in metso s fourth quarter 2007 order backlog .,1
"following the move , stora enso holding in newpage will remain unchanged .",1
most of the dividend will go to the grimaldi family .,1
"with the u.s. federal government putting a stake in the ground , vendors - and their customers - are focused on meeting the deadline .",1
assa abloy kaupthing bank gave a  neutral  recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on swedish lock maker assa abloy ab .,1
net sales increased to eur193 .3 m from eur179 .9 m and pretax profit rose by 34.2 % to eur43 .1 m.  eur1  usd1 .4,2
scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics .,1
"outotec s scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters .",1
net sales in 2007 are expected to be 10 % up on 2006 .,2
officials did not disclose the contract value .,1
nd  not disclosed .,1
it will provide heating in the form of hot water for the sawmill s needs .,1
kemira s partner in the project is st. petersburg water works .,1
operating profit rose to eur 4.7 mn from eur 3.6 mn .,2
all yit capital markets day materials will be available on the company s internet site at www.yitgroup.cominvestors at 1030 on september 26 .,1
"in finland s hobby hall s sales decreased by 10 % , and international sales fell by 19 % .",0
"in q1 of 2010 , bank of +àland s net interest income increased from eur 9.1 mn to eur 9.7 mn .",2
"neste oil will publish its third quarter 2008 results on friday , 24 october 2008 at approximately 9 am  eet  .",1
the company distributes hiab s products as well as other products .,1
"tulikivi manufactures heat-retaining , soapstone and ceramic fireplaces , as well as natural stone products and utility ceramics .",1
"in 2009 , comptel slipped to a net loss of eur2 .1 m from a profit of eur6 .6 m in the previous year .",0
"according to finnish petrol station chain st1 s managing director kim wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition .",0
two other sites will be included later on .,1
"in a recent interview with the financial times  ft  , sampo s board chairman bjorn wahlroos said if pc was certainly for sale and the price had been set at sek 85 billion , confirming earlier statements .",1
"hk ruokatalo produces many turkey products , such as cold cuts .",1
